Filename,Title,Start Page (Bookmark),End Page (Bookmark),Arranger,Genres,Tags,Books,Reference,Rating,Difficulty,Minutes,Seconds,keysf,keymi
025 REF Mels Big Chord Reference Sheet.pdf,025 REF Mels Big Chord Reference Sheet,,,Melanie Johnston,,,,,0,0,,,,
027_REF_Other-tunings.pdf,027_REF_Other-tunings,,,Melanie Johnston,,,,,0,0,,,,
50b_Waiting-for-Nancy.pdf,50b_Waiting-for-Nancy,,,,,jam,,,0,0,,,,
2019-11-14-o_Optional_All-through-the-night.pdf,2019-11-14-o_Optional_All-through-the-night,,,,,,,,0,0,,,,
2019-11-14-o_Optional_Breton-fisherman-prayer.pdf,2019-11-14-o_Optional_Breton-fisherman-prayer,,,,,,,,0,0,,,,
2019-11-14-o_Optional_Ragland-waltz.pdf,2019-11-14-o_Optional_Ragland-waltz,,,,,,,,0,0,,,,
2020-01-18-c_Practice_Butch-R-strum-pattern.pdf,2020-01-18-c_Practice_Butch-R-strum-pattern,,,,,,,,0,0,,,,
A la Puerta del Cielo.pdf,A la Puerta del Cielo,,,Dusty Thornburn,,,Lullabies Around the World,,0,0,,,,
A Midsummer's Night.pdf,A Midsummer's Night,,,Ellen Pratt,,,,,0,0,,,,
Aberystwyth 44 Em + Guitar.pdf,Aberystwyth 44 Em + Guitar,,,Dennis Martin Harris,,,,,0,0,,,,
Abide with Me - duet.pdf,Abide with Me - duet,,,,,,,,0,0,,,,
Adeste Fideles.pdf,Adeste Fideles,,,Ellen Pratt,Christmas,Christmas MultiPart,Pratt Christmas vol-1,2021,0,0,,,,
Ae Fond Kiss - Duet.pdf,Ae Fond Kiss - Duet,,,,"British Isles, Relaxation","BScottish, LLullaby, XDuet",,,5,0,,,,
Ae Fond Kiss.tef.pdf,Ae Fond Kiss.tef,,,Burt,,,,,0,0,,,,
All I Have to do is Dream Melody.pdf,All I Have to do is Dream Melody,,,Larry Conger,,,,,0,0,,,,
All of Me - jazz chords.pdf,All of Me - jazz chords,,,,,,,,0,0,,,,
All of Me.pdf,All of Me,,,,,,,,0,0,,,,
All the Pretty Little Horses 2.pdf,All the Pretty Little Horses 2,,,Dusty Thornburn,,,Lullabies Around the World,,0,0,,,,
All Through the Night - Dusty.pdf,All Through the Night - Dusty,,,Dusty Thornburn,,,Lullabies Around the World,,0,0,,,,
All Through The Night - Thorburn.pdf,All Through The Night - Thorburn,,,,,,,,0,0,,,,
All Through the Night.pdf,All Through the Night,,,Melanie Johnston,,,,,0,0,,,,
All Throught the Night Duet in G 2.pdf,All Throught the Night Duet in G,,,Larry Conger,,,,,0,0,,,,
All Throught the Night Duet in G.pdf,All Throught the Night Duet in G,,,Larry Conger,,,,,0,0,,,,
Allaire 2.pdf,Allaire,,,Melanie Johnston/Molly Mason,,,,,0,0,,,,
Allaire.pdf,Allaire,,,Unger - Mason - Johnston,Waltzes,"Proofing, TAB",Catskill Waltzes & Airs - Johnston,,0,0,,,,
Allunde.pdf,Allunde,,,Dusty Thornburn,,,Lullabies Around the World,,0,0,,,,
Amazing Grace - Fingerpicked.pdf,Amazing Grace - Fingerpicked,,,,,,,,0,0,,,,
Amazing Grace - G.pdf,Amazing Grace - G,,,,,,,,0,0,,,,
Amazing Grace - Seifert.pdf,Amazing Grace - Seifert,,,Stephen Seifert,,,Join the Jam I,,0,0,,,,
Amazing Grace 2.pdf,Amazing Grace,,,,,,,,0,0,,,,
Amazing Grace.pdf,Amazing Grace,,,Nina Zanetti,Hymn,P,,,0,0,,,,
Amazing-Grace_AnnH-version.pdf,Amazing-Grace_AnnH-version,,,,,,,,0,0,,,,
Amazing-Grace_AnnHaraSupplied.pdf,Amazing-Grace_AnnHaraSupplied,,,,,"AnnHara, jam",,,0,0,,,,
Amazing-Grace_arr01_5-Parts.pdf,Amazing-Grace_arr01_5-Parts,,,,,,,,0,0,,,,
America the Beautiful - Dulcimer TAB.pdf,America the Beautiful - Dulcimer TAB,,,Melanie Johnston,,,,,0,0,,,,
America The Beautiful - Key of A Chords.pdf,America The Beautiful - Key of A Chords,,,Joe Henderson,,,,,0,0,,,,
America the Beautiful Baritone.pdf,America the Beautiful Baritone,,,,,,,,0,0,,,,
America the Beautiful duet.pdf,America the Beautiful duet,,,,,,,,0,0,,,,
America.pdf,America,,,Melanie Johnston,,,,,0,0,,,,
Amid the Rivers and Streams.pdf,Amid the Rivers and Streams,,,Unger - Mason - Johnston,Waltzes,"Proofing, TAB",Catskill Waltzes & Airs - Johnston,,0,0,,,,
Amid the Rivers and the Streams.pdf,Amid the Rivers and the Streams,,,Melanie Johnston/Molly Mason,,,,,0,0,,,,
Andie’s Air.pdf,Andie’s Air,,,,,,,,0,0,,,,
Angel We Have Heard on High 2.pdf,Angel We Have Heard on High,,,Melanie Johnston,,,Christmas On the Dulcimer - Johnston,,0,0,,,,
Angel We Have Heard on High.pdf,Angel We Have Heard on High,,,,Christmas,Club: Black Bear,,,0,0,,,,
Angelina Baker -Seifert.pdf,Angelina Baker -Seifert,,,Stephen Seifert,,,Join the Jam I,,0,0,,,,
Angelina Baker TW.pdf,Angelina Baker TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
Angelina Baker.pdf,Angelina Baker,,,,,,,,0,0,,,,
Angels We Have Heard on High 5.pdf,Angels We Have Heard on High,,,Melanie Johnston,,,,,0,0,,,,
Angels We Have Heard on High.pdf,Angels We Have Heard on High,,,Ellen Pratt,Christmas,Christmas MultiPart,Pratt Christmas vol-1,,0,0,,,,
Angles We Have Heard - Duet.pdf,Angles We Have Heard - Duet,,,Melanie Johnston,,,,,0,0,,,,
Annie Laurie - Judy 2.pdf,Annie Laurie - Judy 2,,,,,,,,0,0,,,,
Annie Laurie - Judy.pdf,Annie Laurie - Judy,,,,,,,,0,0,,,,
Annie's Song Original.pdf,Annie's Song Original,,,,,,,,0,0,,,,
Appalachian Carol 2.pdf,Appalachian Carol,,,Melanie Johnston,Christmas,,,,0,0,,,,
Appalachian Carol Multi SMN.pdf,Appalachian Carol Multi SMN,,,Jeff Rocchio,,,,,0,0,,,,
Appalachian Carol.pdf,Appalachian Carol,,,Melanie Johnston,,,,,0,0,,,,
Ar Erinn.pdf,Ar Erinn,,,Dingle,Irish,"DAD, Fingerpicked, Irish, Saturday, Waltz",,,0,0,,,,
Aragon Mill - 3 parts.pdf,Aragon Mill - 3 parts,,,,,,,,0,0,,,,
Arkansas Traveler -Seifert.pdf,Arkansas Traveler -Seifert,,,Stephen Seifert,,,Join the Jam I,,0,0,,,,
Arkansas Traveler Low Version TW.pdf,Arkansas Traveler Low Version TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
Arkansas Traveler TW.pdf,Arkansas Traveler TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
Arkansas Traveler.pdf,Arkansas Traveler,,,,,,,,0,0,,,,
Armadillo Rag - 3 Parts.pdf,Armadillo Rag - 3 Parts,,,Karyn,,,,,0,0,,,,
Arrorro mi Nino.pdf,Arrorro mi Nino,,,Dusty Thornburn,,,Lullabies Around the World,,0,0,,,,
Ashgrove (arr02: Ensemble).pdf,Ashgrove (arr02: Ensemble),,,Maddie MacNeil,"Folk, Traditional",Key:D,,,0,0,,,,
Ashgrove.pdf,Ashgrove,,,Stephen Seifert,,,Finger Pickin’ Good I,,0,0,,,,
Ashokan - Simple *.pdf,Ashokan - Simple *,,,Melanie Johnston,,,,,0,0,,,,
Ashokan - Simple.pdf,Ashokan - Simple,,,,,,,,0,0,,,,
Ashokan Farewell.pdf,Ashokan Farewell,,,Unger - Mason - Johnston,Waltzes,"Proofing, TAB",Catskill Waltzes & Airs - Johnston,,0,0,,,,
Ashokan-Farewell_SMN-and-TAB.pdf,Ashokan-Farewell_SMN-and-TAB,,,Jay Unger,"American, Dance",,,Mel’s tef repo,5,2,0,34,2,0
AshokanFarewell.pdf,AshokanFarewell,,,,,AnnHara,,,0,0,,,,
"Auld Lang Syne, arpegg.pdf","Auld Lang Syne, arpegg",,,Melanie Johnston,,,Christmas On the Dulcimer - Johnston,,0,0,,,,
"Auld Lang Syne, chords.pdf","Auld Lang Syne, chords",,,,Christmas,Club: Black Bear,,,0,0,,,,
Auld Lang Syne.pdf,Auld Lang Syne,,,Ellen Pratt,Christmas,Christmas MultiPart,Pratt Christmas vol-2,,0,0,,,,
Aunt Rhodie - Seifert.pdf,Aunt Rhodie - Seifert,,,Stephen Seifert,,,Join the Jam I,,0,0,,,,
Aura Lee Baritone.pdf,Aura Lee Baritone,,,,,,,,0,0,,,,
Aura Lee Ensemble.pdf,Aura Lee Ensemble,,,,,,,,0,0,,,,
Avalon Quickstep.pdf,Avalon Quickstep,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Ave Maria 2.pdf,Ave Maria,,,,,,,,0,0,,,,
Ave Maria.pdf,Ave Maria,,,,,,,,0,0,,,,
Away in a Manger - House.pdf,Away in a Manger - House,,,Judy House,,,Sum of the Parts - House,,0,0,,,,
Away in a Manger - Seifert.pdf,Away in a Manger - Seifert,,,Stephen Seifert,Christmas,,Come Let Us Adore Him - Seifert,,0,0,,,,
Away in a Manger 2.pdf,Away in a Manger 2,,,,Christmas,Club: Black Bear,,,0,0,,,,
Away In a Manger.pdf,Away In a Manger,,,Ellen Pratt,Christmas,Christmas MultiPart,Pratt Christmas vol-1,,0,0,,,,
Baby O.pdf,Baby O,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Bach Cello Suite Prelude - DAD.pdf,Bach Cello Suite Prelude - DAD,,,Keith Kenner,"Classical, Exercise, Exercise: Chromatic",Chromatic,Jeff’s Exercises,,0,0,,,,
Bach Minuet.pdf,Bach Minuet,,,Ellen Pratt,,,,,0,0,,,,
Backstep Cindy.pdf,Backstep Cindy,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Bajuschki Baju.pdf,Bajuschki Baju,,,Dusty Thornburn,,,Lullabies Around the World,,0,0,,,,
Baker's New Blues.pdf,Baker's New Blues,,,,,,,,0,0,,,,
Baloo Baleerie - Zanetti.pdf,Baloo Baleerie - Zanetti,,,,,"DAD, Fingerpicked, Scottish",,,0,0,,,,
Banjo Players In Heaven.pdf,Banjo Players In Heaven,,,,,,,,0,0,,,,
Banks of the Ohio - 6 Parts.tef.pdf,Banks of the Ohio - 6 Parts.tef,,,Tull,,,,,0,0,,,,
Barlow Knife Seifert.pdf,Barlow Knife Seifert,,,Stephen Seifert,,,Join the Jam I,,0,0,,,,
Barlow Knife TW.pdf,Barlow Knife TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
BarlowKnifeDAdCapo3.pdf,BarlowKnifeDAdCapo3,,,,,jam,,,0,0,,,,
Barlows-Knife.pdf,Barlows-Knife,,,,,jam,Jam-Songs,,0,0,,,,
Battle Hymn of the Republic - Conger.pdf,Battle Hymn of the Republic - Conger,,,,,,,,0,0,,,,
Be Thou My Vision arr02 2.pdf,Be Thou My Vision arr02,,,,,,,,0,0,,,,
Be Thou My Vision Haas.pdf,Be Thou My Vision Haas,,,Dave Haas,,Black-Mountain-2021,,,0,0,,,,
Be Thou My Vision SMN.pdf,Be Thou My Vision SMN,,,Jeff Rocchio,,SMN,,,0,0,,,,
Be-Thou-My-Vision_arr02_WstlStrgs.pdf,Be-Thou-My-Vision_arr02_WstlStrgs,,,,,,,,0,0,,,,
Bear Creek Hop.pdf,Bear Creek Hop,,,,,,,,0,0,,,,
Beautiful Star of Beth Bass duet.pdf,Beautiful Star of Beth Bass duet,,,,,,,,0,0,,,,
Beautiful Star of Bethlehem 6_8.pdf,Beautiful Star of Bethlehem 6_8,,,,,,,,0,0,,,,
Beautiful-Savior_arr01_Eulberg.pdf,Beautiful-Savior_arr01_Eulberg,,,,,,,,0,0,,,,
Beckie's Waltz.pdf,Beckie's Waltz,,,Unger - Mason - Johnston,Waltzes,"Proofing, TAB",Catskill Waltzes & Airs - Johnston,,0,0,,,,
"Been to the East, Been to the West.pdf","Been to the East, Been to the West",,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Benton's Dream.pdf,Benton's Dream,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Berceuse Creole.pdf,Berceuse Creole,,,Dusty Thornburn,,,Lullabies Around the World,,0,0,,,,
Between the Ox and the Donkey.pdf,Between the Ox and the Donkey,,,Ellen Pratt,Christmas,Christmas MultiPart,Pratt Christmas vol-2,,0,0,,,,
Bicycle-Built-for-Two.pdf,Bicycle-Built-for-Two,,,,,,,,0,0,,,,
Big Eyed Rabbit 2.pdf,Big Eyed Rabbit,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Big Eyed Rabbit TW.pdf,Big Eyed Rabbit TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
Big Eyed Rabbit.pdf,Big Eyed Rabbit,,,,,,,,0,0,,,,
Big Scioti (arr01: Tull).pdf,Big Scioti (arr01: Tull),,,Tull Glazener,"Breakdown, Fiddle, Old-Time, Traditional","Key:D, Multipart, W&S",,,0,0,,,,
Big Scioty Miller version.pdf,Big Scioty Miller version,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Big Scioty TW.pdf,Big Scioty TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
Big Scioty.pdf,Big Scioty,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Bile Them Cabbage - all parts.pdf,Bile Them Cabbage - all parts,,,,,jam,Jam-Songs,,0,0,,,,
Bile Them Cabbage Down.pdf,Bile Them Cabbage Down,,,Stephen Seifert,,,Join the Jam I,,0,0,,,,
Bile Them Cabbage TW.pdf,Bile Them Cabbage TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
Bill Cheatham 2.pdf,Bill Cheatham 2,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Bill Cheatham I.pdf,Bill Cheatham I,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Billy in the Low Ground.pdf,Billy in the Low Ground,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Black Hills Waltz Capo 4.pdf,Black Hills Waltz Capo 4,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Black Mountain Rag - ROOTS.pdf,Black Mountain Rag - ROOTS,,,,,,,,0,0,,,,
Black Mountain Rag - Seifert 2.pdf,Black Mountain Rag - Seifert,,,Stephen Seifert,,,Join the Jam I,,0,0,,,,
Black Mountain Rag - Seifert.pdf,Black Mountain Rag - Seifert,,,,,,,,0,0,,,,
Black Mountain Rag Multi Parts.pdf,Black Mountain Rag Multi Parts,,,Melanie Johnston,,,,,0,0,,,,
Black Mountain Rag TW 3.pdf,Black Mountain Rag TW,,,Melanie Johnston,,,,,0,0,,,,
Black Mountain Rag TW.pdf,Black Mountain Rag TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
Black-Mountain-Rag_DenJm 2.pdf,Black-Mountain-Rag_DenJm 2,,,,,,,,0,0,,,,
Black-Mountain-Rag_DenJm.pdf,Black-Mountain-Rag_DenJm,,,,,,,,0,0,,,,
Blackberry Blossom.pdf,Blackberry Blossom,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Blackest Crow - Fingerpicked.pdf,Blackest Crow - Fingerpicked,,,Stephen Seifert,,,Finger Pickin’ Good I,,0,0,,,,
Blackest Crow.pdf,Blackest Crow,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Blackest-Crow_arr03_Multipart.pdf,Blackest-Crow_arr03_Multipart,,,,,,,,0,0,,,,
Blacksmith's Dance.pdf,Blacksmith's Dance,,,Gitler,,DAD,,,0,0,,,,
BLASE-Chords_SMN.pdf,BLASE-Chords_SMN,,,,,,,,0,0,,,,
Blind Mary - Conger Duet.pdf,Blind Mary - Conger Duet,,,,,,,,0,0,,,,
Blind Mary Barb Rose.pdf,Blind Mary Barb Rose,,,,,,,,0,0,,,,
BlkMtn_SiefertClass.pdf,BlkMtn_SiefertClass,,,,,Siefert,,,0,0,,,,
Blowin in the Wind.pdf,Blowin in the Wind,,,Melanie Johnston,,,,,0,0,,,,
Blue Noon - Ungar - jazz chords.pdf,Blue Noon - Ungar - jazz chords,,,,,,,,0,0,,,,
Blue Noon 2.pdf,Blue Noon,,,Melanie Johnston/Molly Mason,,,,,0,0,,,,
Blue Noon.pdf,Blue Noon,,,Unger - Mason - Johnston,Waltzes,"Proofing, TAB",Catskill Waltzes & Airs - Johnston,,0,0,,,,
Blue River Waltz 2.pdf,Blue River Waltz,,,Melanie Johnston/Molly Mason,,,,,0,0,,,,
Blue River Waltz.pdf,Blue River Waltz,,,Unger - Mason - Johnston,Waltzes,"Proofing, TAB",Catskill Waltzes & Airs - Johnston,,0,0,,,,
Blue-Noon_arr02_5-String.pdf,Blue-Noon_arr02_5-String,,,,,,,,0,0,,,,
BluegrassSongBook_2020.pdf,BluegrassSongBook_2020,,,,,,,,0,0,,,,
BluegrassSongBook_2020.pdf,Bluegrass-2 TOC,2,12,,,,,,0,0,,,,
Boatin' Up Sandy.pdf,Boatin' Up Sandy,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Boatman TW.pdf,Boatman TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
Boatman.pdf,Boatman,,,Stephen Seifert,,,Join the Jam I,,0,0,,,,
Bonaparte Crossing the Rhine - Seifert.pdf,Bonaparte Crossing the Rhine - Seifert,,,Stephen Seifert,,,Join the Jam I,,0,0,,,,
Bonaparte Crossing the Rhine TW.pdf,Bonaparte Crossing the Rhine TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
Bonaparte's Retreat - Seifert.pdf,Bonaparte's Retreat - Seifert,,,Stephen Seifert,,,Join the Jam I,,0,0,,,,
Bonaparte's Retreat TW.pdf,Bonaparte's Retreat TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
Bonaparte's Retreat.pdf,Bonaparte's Retreat,,,,,,,,0,0,,,,
Bonnie Doon.pdf,Bonnie Doon,,,,,,,,0,0,,,,
Booth Shot Lincoln.pdf,Booth Shot Lincoln,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Born Free.pdf,Born Free,,,Melanie Johnston,,,,,0,0,,,,
Bourree` - Michael Praetorius.pdf,Bourree` - Michael Praetorius,,,Ellen Pratt,,,,,0,0,,,,
Braham's Lullaby Multi Keys SMN.pdf,Braham's Lullaby Multi Keys SMN,,,Jeff,,SMN,,,0,0,,,,
Braham's Lullaby TAB.pdf,Braham's Lullaby TAB,,,,,,,,0,0,,,,
Brahm's Lullaby - 3 part.pdf,Brahm's Lullaby - 3 part,,,Jeffrey Rocchio,,,,,0,0,,,,
Brahms Lullaby.pdf,Brahms Lullaby,,,Stephen Seifert,,,Finger Pickin’ Good I,,0,0,,,,
Brahms's Lullaby - Dusty.pdf,Brahms's Lullaby - Dusty,,,Dusty Thornburn,,,Lullabies Around the World,,0,0,,,,
Breakin Up Christmas 3 part.pdf,Breakin Up Christmas 3 part,,,,Christmas,Club: Black Bear,,,0,0,,,,
Breakin' Up Christmas 2.pdf,Breakin' Up Christmas,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Breakin' Up Christmas.pdf,Breakin' Up Christmas,,,,Christmas,Club: Black Bear,,,0,0,,,,
Breton Fisherman's With Descant.pdf,Breton Fisherman's With Descant,,,Melanie Johnston,,,,,0,0,,,,
Breton Lullaby.pdf,Breton Lullaby,,,Melanie Johnston,,,,,0,0,,,,
Briar Picker Brown TW.pdf,Briar Picker Brown TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
Briar Picker Brown.pdf,Briar Picker Brown,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Bridge Over Troubled Water.pdf,Bridge Over Troubled Water,,,Melanie Johnston,,,,,0,0,,,,
Bring A Torch Jeannette Isabell.pdf,Bring A Torch Jeannette Isabell,,,Melanie Johnston,,,,,0,0,,,,
Bring A Torch.pdf,Bring A Torch,,,,,,,,0,0,,,,
Bring-a-Torch_arr01.pdf,Bring-a-Torch_arr01,,,,,,,,0,0,,,,
Bring-a-Torch_arr02_w3Ships.pdf,Bring-a-Torch_arr02_w3Ships,,,,,,,,0,0,,,,
Brother's Keeper.pdf,Brother's Keeper,,,Unger - Mason - Johnston,Waltzes,"Proofing, TAB",Catskill Waltzes & Airs - Johnston,,0,0,,,,
Buck Mountain.pdf,Buck Mountain,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Buffalo 'Blues' Gals (arr02).pdf,Buffalo 'Blues' Gals (arr02),,,Mandy Tyner,Blues,SMN,,,0,0,,,,
Buffalo Gals in G TW.pdf,Buffalo Gals in G TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
Buffalo Gals TW.pdf,Buffalo Gals TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
Buffalo Gals.pdf,Buffalo Gals,,,Stephen Seifert,,,Join the Jam I,,0,0,,,,
Buffalo-Gals_wTAB.pdf,Buffalo-Gals_wTAB,,,,,jam,,,0,0,,,,
Buffalo-Gals.pdf,Buffalo-Gals,,,,,,,,0,0,,,,
Bull at the Wagon.pdf,Bull at the Wagon,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Bunessan Ensemble.pdf,Bunessan Ensemble,,,,,,,,0,0,,,,
Bury Black Mtn Sassy 3.pdf,Bury Black Mtn Sassy,,,Melanie Johnston,,,,,0,0,,,,
Bury Black Mtn Sassy.pdf,Bury Black Mtn Sassy,,,Melanie Johnston,,,,,0,0,,,,
Bury Me Beneath the Willow.pdf,Bury Me Beneath the Willow,,,Melanie Johnston,,,,,0,0,,,,
Cabernet 2.pdf,Cabernet,,,Melanie Johnston/Molly Mason,,,,,0,0,,,,
Cabernet.pdf,Cabernet,,,Unger - Mason - Johnston,Waltzes,"Proofing, TAB",Catskill Waltzes & Airs - Johnston,,0,0,,,,
Cajun Waltz.pdf,Cajun Waltz,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Call of the West 2.pdf,Call of the West,,,Melanie Johnston/Molly Mason,,,,,0,0,,,,
Call of the West.pdf,Call of the West,,,Unger - Mason - Johnston,Waltzes,"Proofing, TAB",Catskill Waltzes & Airs - Johnston,,0,0,,,,
"Calon Lan, arr01.pdf","Calon Lan, arr01",,,,,,,,0,0,,,,
Calon Lan.pdf,Calon Lan,,,Jeff Furman,,Celtic Jewels,,,0,0,,,,
Camp Meeting 4th of July (arr02: TW & Seifert).pdf,Camp Meeting 4th of July (arr02: TW & Seifert),,,Johnston & Seifert,"Bluegrass, Breakdown, Old-Time","Key:D, Multipart, Training Wheels, W&S",,,0,0,,,,
Camp Meeting 4th of July.pdf,Camp Meeting 4th of July,,,,,,,,0,0,,,,
Camp Meeting Fourth of July.pdf,Camp Meeting Fourth of July,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Camp Meeting on 4th July TW.pdf,Camp Meeting on 4th July TW,,,Melanie Johnston,,,Training wheels,,0,0,,,,
Carol of the Bells.pdf,Carol of the Bells,,,Melanie Johnston,,,,,0,0,,,,
Carthy's Waltz.pdf,Carthy's Waltz,,,Stephen Seifert,,,Join the Jam II,,0,0,,,,
Castle of Dromore 3 ways.pdf,Castle of Dromore 3 ways,,,Nina Zanetti,,"DAD, Fingerpicked, Irish",,,0,0,,,,
Catskill Mountain Waltz 2.pdf,Catskill Mountain Waltz,,,Melanie Johnston/Molly Mason,,,,,0,0,,,,
Catskill Mountain Waltz.pdf,Catskill Mountain Waltz,,,Unger - Mason - Johnston,Waltzes,"Proofing, TAB",Catskill Waltzes & Airs - Johnston,,0,0,,,,
Cedar Grove 2.pdf,Cedar Grove,,,Melanie Johnston/Molly Mason,,,,,0,0,,,,
Cedar Grove.pdf,Cedar Grove,,,Unger - Mason - Johnston,Waltzes,"Proofing, TAB",Catskill Waltzes & Airs - Johnston,,0,0,,,,
Chair to Mend Round.pdf,Chair to Mend Round,,,,,,,,0,0,,,,
Cheat River Waltz 4 parts.pdf,Cheat River Waltz 4 parts,,,,,,,,0,0,,,,
Cherish.pdf,Cherish,,,,,,,,0,0,,,,
Cherokee Shuffle (arr04: Seifert 4-Part).pdf,Cherokee Shuffle (arr04: Seifert 4-Part),,,Johnston & Seifert,"Bluegrass, Breakdown, Old-Time","Key:D, Multipart, W&S",,,0,0,,,,
Cherokee Shuffle (SMN).pdf,Cherokee Shuffle (SMN),,,Seifert,,SMN,,,0,0,,,,
